#NOMPARTIDA,CODFUNCION,CODECOPART,Fecha,NIFTERCERO,NOMTERCERO,Descripción,IMPTOTFACTS
Cánones,173,20900,2013-04-10,Q3867002B,AUTORIDAD PORTUARIA DE SC DE TENERIFE,Tasa de Ocupación Superficie P uerto de Los Cristianos. Centr o Municipal de Buceo. Periodo  01/04/13 - 30/06/13.,72.51
Material informático no inventariable,920,22002,2013-04-10,A28855260,"INFORMATICA EL CORTE INGLES, S.A.",Suministoro de Licencias Micro soft 1º Anualidad,37079.87
Plan de Promoción Económica,433,22614,2013-04-10,B38996039,LA SILLITA DE CANARIAS S.L.,"Carpas Clasic Plegables. II Fe ria del Deporte Arona, el 06/0 4/2013.",449.4
"Rehab. Barrio Nuevo, C/Noruega y Explanada Los Cri",151,61104,2013-04-10,B38545836,"ASFALTOS GOMERA, S.L.","Certificación nº 9 Obra ""Mejor a y Acondicionamiento C/ Norue ga y Barrio Nuevo Los Cristian os"".",15587.28
"Reparación, man. y conserv. elementos de transport",912,21400,2013-04-10,F38206454,COOPERATIVA TAXIS DE ARONA,"Reparacion Vehiculo Freelander ,E-2744-CSJ",1328.04
"Reparaciones, man. y conserv. Edificios y otras co",920,21200,2013-04-10,B35307693,"QWERTY SISTEMAS, S.L.",Cable UTP Cat6 Libre Halogenos  Bobina.,3370.5
Tributos de las Entidades Locales,161,22502,2013-04-10,Q8850002J,CONSEJO INSULAR DE AGUAS DE TENERIFE,Servicio Marzo 2013 Desalación .,193506.59
Fiestas del Municipio,338,22611,2013-04-11,A38009619,LANCER TEXTILES S.A.,Artículos Carnaval 2013.,157.59
Repar. conserv. y man. elementos de transporte,132,21400,2013-04-11,B38233912,SERVICIOS E LEON S.L.,"Limpiar, Montaje y Revisión de  Luces en General Vehículo TF0 072BT.",41.42
"Suministros de repuestos de maquinaria, utillaje",130,22111,2013-04-11,A38019923,AUTOMOCION CANARIAS S.A.,Material de Mecánica. Taller P olicía Local.,1723.09
Tributos de las Entidades Locales,161,22502,2013-04-11,Q8850002J,CONSEJO INSULAR DE AGUAS DE TENERIFE,Servicio Marzo 2013 Depuración  y Vertido.,125780.22
Atenciones protocolarias y representativas,912,22601,2013-04-12,B38484895,HERGASA CUATRO S.L.,8 Almuerzos el día 10/04/2013.  Restaurante Nauta.,175.48
Equipos para Procesos de Información,494,62600,2013-04-12,B28260933,HEWLETT-PACKARD ESPAÑOLA S.L.,Adquisición de Equipamiento In formático para el Centro Cívic o de El Fraile. Proyecto URBA  N Arona.,64988.78
Equipos para Procesos de Información,494,62600,2013-04-12,B28260933,HEWLETT-PACKARD ESPAÑOLA S.L.,"Suministro Material Informatic o , Exp.10/12-ccsu",1922.64
"Reparación, man. y conserv. elementos de transport",150,21400,2013-04-12,B38788287,"TALLER JUAN GOMEZ, S.L.",Cambio Válvula Vehículo 8867FL Y.,27.27
"Reparación, man. y conserv. elementos de transport",912,21400,2013-04-12,F38206454,COOPERATIVA TAXIS DE ARONA,"Reparacion Vehiculo Freelander ,E-2744-CSJ",615.79
Vestuario,130,22104,2013-04-12,B38207379,DEPORTES DEL SUR S.L.,"2 Pares de Tennis y Calcetines , Agentes de la Policía Local",171.9
Mantenimiento Aire Acondicionado,920,21304,2013-04-15,B38565651,HIERROS TIRSO CANARIAS S.L.,"Viga, Tubo Rectangular y Cuadr ado para Aire Acondicionado de  La Camella",179.43
"Suministros de repuestos de maquinaria, utillaje",130,22111,2013-04-15,B03260684,NEUMATICOS SOLEDAD S.L.,Suministro Neumáticos Vehículo s TF0072BT y 8838BVY. Policía  Local.,254.18
Festejos y Actos Populares,338,22610,2013-04-16,G38438750,FEDERACION DE ASOCIACIONES DE PERSONAS SORDAS DE C,Servicio Interpretación Lengua  de Signos. Acto Presentación  Servicio Videointerpretación e l 10 Abril en C.C. L. Cristian,80
Productos alimenticios,920,22105,2013-04-16,B38641387,"FUENTE AZUL CIA. DE AGUAS, S.L.",1 Botellon Agua-Cementerio,7.5
Productos alimenticios,920,22105,2013-04-16,B38641387,"FUENTE AZUL CIA. DE AGUAS, S.L.",1 Botellon Agua-Servicio de Ob ras e Infraestructura,7.5
Productos alimenticios,920,22105,2013-04-16,B38641387,"FUENTE AZUL CIA. DE AGUAS, S.L.",2 Botellones Agua y 1 Caja Vas os-Valle San Lorenzo Taller,28.25
Productos alimenticios,920,22105,2013-04-16,B38641387,"FUENTE AZUL CIA. DE AGUAS, S.L.",2 Botellones Agua-Medio Ambien te,15
Productos alimenticios,920,22105,2013-04-16,B38641387,"FUENTE AZUL CIA. DE AGUAS, S.L.",5Botellones Agua y 1 Cuota Ser vicio Mensual,43.38
Material informático no inventariable,920,22002,2013-04-17,A82873662,"STULZ ESPAÑA, S.A.",Mantenimiento 2013.(Aparatos d e aire acondicionado instalad  os Centro Proceso de Datos pl  anta baja Edif.Alcaldía),2198
Plan de Promoción Económica,433,22614,2013-04-17,B38240933,IMPRENTA REYES S.L.,"500 Carteles Formato A3,Tinta  en Papel Estucado, Referencia  El dia de la Madre",290.36
Postales,920,22201,2013-04-17,B38601175,SERVICIOS INTEGRALES DE CORRESPONDENCIA TENERIFE S,Servicios Correspondencia Plus valía.,39.28
Productos alimenticios,920,22105,2013-04-17,B38641387,"FUENTE AZUL CIA. DE AGUAS, S.L.",1 Botellon Agua-Tesoreria,7.5
Productos alimenticios,920,22105,2013-04-17,B38641387,"FUENTE AZUL CIA. DE AGUAS, S.L.","17 Cuotas de Servicio, 14 Bote llones Agua y 3 Cajas de Vasos",292.77
Productos alimenticios,920,22105,2013-04-17,B38641387,"FUENTE AZUL CIA. DE AGUAS, S.L.",2 Botellones Agua-Recaudaci?n Municipal,15
Productos alimenticios,920,22105,2013-04-17,B38641387,"FUENTE AZUL CIA. DE AGUAS, S.L.",20 Botellones Agua y 4 Cajas d e Vasos- Polic?a Local Plana,172.98
Productos alimenticios,920,22105,2013-04-17,B38641387,"FUENTE AZUL CIA. DE AGUAS, S.L.",3 Botellones Agua-Patronato de  Turismo,21.39
Productos alimenticios,920,22105,2013-04-17,B38641387,"FUENTE AZUL CIA. DE AGUAS, S.L.",30 Botellones Agua y 3 Cajas d e Vasos-Urbanismo,219.74
Productos alimenticios,920,22105,2013-04-17,B38641387,"FUENTE AZUL CIA. DE AGUAS, S.L.",6 Botellones Agua-Informatica,40.5
Festejos y Actos Populares,338,22610,2013-04-18,B38390589,SOUND BLACK S.L.,Montaje Sonido Acto Presentaci ón Lenguaje de Signos.,1481.95
Repar. conserv. y man. elementos de transporte,132,21400,2013-04-19,B38337002,"ELECTRO ZAFIRO, S.L.",1 Unicheck con Maquina Autodia gnosis y Lampara h1- Renautl M egane 2887-FZC,100.58
Atenciones protocolarias y representativas,912,22601,2013-04-22,B38454781,DRAYCA SUR SERVICIOS S.L.,"Cuadro Pintadera Visita Presid ente  Comisión Islamica""",50
Energía eléctrica,340,22100,2013-04-22,A81948077,ENDESA ENERGIA S.A.U.,Facturación Marzo 2013. Direcc : Arquitecto Gómez Cuesta. Cód igo Agrupación 0795814.,4633.42
Plan de Promoción Económica,433,22614,2013-04-22,B38645735,AINHFER S.L.,"Montaje Escenario, Desm, Alqui ler y Transporte, para""Arona e sta de Moda""en los Cristianos del 17/04/13-22/04/13",1070
Postales,920,22201,2013-04-22,B38601175,SERVICIOS INTEGRALES DE CORRESPONDENCIA TENERIFE S,Servicios Corespondencia Multa s.,6.46
Postales,920,22201,2013-04-22,B38601175,SERVICIOS INTEGRALES DE CORRESPONDENCIA TENERIFE S,Servicios Corespondencia Renta s.,77.17
Postales,920,22201,2013-04-22,B38601175,SERVICIOS INTEGRALES DE CORRESPONDENCIA TENERIFE S,Servicios Correspondencia Cata stro.,17.28
Postales,920,22201,2013-04-22,B38601175,SERVICIOS INTEGRALES DE CORRESPONDENCIA TENERIFE S,Servicios Correspondencia Cata stro.,21.82
Postales,920,22201,2013-04-22,B38601175,SERVICIOS INTEGRALES DE CORRESPONDENCIA TENERIFE S,Servicios Correspondencia Rent as.,43.98
Repar. conserv. y man. elementos de transporte,132,21400,2013-04-22,B38233912,SERVICIOS E LEON S.L.,Reparación Circuitos del Pirul o Vehículo 4891CFT.,57.99
Repar. mant. y cons. Mobiliario,130,21500,2013-04-22,E38629200,MATANI VASWANI C.B.,Adquisición Prismáticos Olympu s 10x10DPS. Policía Local.,64
Estudios y Trabajos Técnicos,920,22706,2013-04-23,B06290241,"PREVING CONSULTORES, S.L.",1 Trimestre  Reconocimientos M edicos,78
Estudios y Trabajos Técnicos,920,22706,2013-04-23,B06290241,"PREVING CONSULTORES, S.L.","1 Trimestre, Serv,Vigilancia S alud y Prevención Riesgos Labo rales",3083
Estudios y Trabajos Técnicos,920,22706,2013-04-23,B06290241,"PREVING CONSULTORES, S.L.","4Trimestre 12, Serv,Vigilancia salud ,Concierto Actividades S ervicios, Vigilancia Salud",3224
Productos alimenticios,920,22105,2013-04-23,B38641387,"FUENTE AZUL CIA. DE AGUAS, S.L.","10 Botellones Agua, 1 Caja Vas os y 1 Cuota Servicio Mensual,  Sac Las Galletas",86.68
Tributos Estatales,931,22500,2013-04-23,S2800214E,"MINISTERIO DE INDUSTRIA, TURISMO Y COMERCIO",Tasa por Reserva del Dominio P úblico Radioeléctrico 2013. 01 /01/2013. - 31/12/2013.,170.68
Tributos Estatales,931,22500,2013-04-23,S2800214E,"MINISTERIO DE INDUSTRIA, TURISMO Y COMERCIO",Tasa por Reserva del Dominio P úblico Radioeléctrico.01/01/20 13. - 31/12/2013.,4388.28
Energía eléctrica,330,22100,2013-04-24,B82846817,"ENDESA DISTRIBUCION ELECTRICA, S.L.","7 Fraccion Enganche Cl.Vista M artin 8, Cabo Blanco Centro Cí vico, del 01/07/2009-12/01/201 2",1607.35
Postales,920,22201,2013-04-24,B38601175,SERVICIOS INTEGRALES DE CORRESPONDENCIA TENERIFE S,Servicios Correspondencia Cata stro.,24.59
Publicidad y Propaganda,920,22602,2013-04-24,B38817409,"HESPERIDES DE COMUNICACION, S.L.","Campaña Publicitaria en Google  Display, Youtubey Facebook, C arnval de Arona 2013",2140
Vestuario,164,22104,2013-04-24,B38722922,UNIFORMES DEL ATLANTICO S.L.,Bota Vulcapros Pluton 940p (s3 )- Cementerio,92.42
Cánones,173,20900,2013-04-25,S3817002C,M.O.P.U. DEMARCACION DE COSTAS DE TENERIFE,"Tasa Canon Autorización de los  Servicios de Temporada : Play a los Cristianos, Playas las V istas, P. 01/03/13-28/02/14",123989.04
"Prensa, revistas, libros y otros",150,22001,2013-04-25,A81962201,ARANZADI EDITORIAL,Rvta. Aranzadi Derecho Ambient al. Secc. Actividades. María d el Carmen Curbelo,318.29
Material informático no inventariable,920,22002,2013-04-29,B96270681,"ESTRATEGIA DIRECCION, S.L.",Mantenimiento Anual de SMILE 2 013.Sistema Información para G estión y Aprendizaje Estratégi co).,1374
Plan de Promoción Económica,433,22614,2013-04-29,B38817409,"HESPERIDES DE COMUNICACION, S.L.","Campaña ""Arona está de Moda"".",1455.2
Repar. mant. y cons. Equipos para procesos informa,920,21600,2013-04-29,B38946513,MAGNITEL COMUNICACIONES S.L.U.,Revisión Sistema Grabación Sis tema Policía Local.,96.3
"Suministros de repuestos de maquinaria, utillaje",130,22111,2013-04-29,B38233912,SERVICIOS E LEON S.L.,Bateria 12V. Vehículo 8682DWK.,59.52
Aguas depuradas para riego,161,22114,2013-04-30,Q3800517I,BALTEN BALSAS DE TENERIFE,Consumo Agua Depurada 2º bimes tre 2013 Finca Guargacho Bajo.  Nº Serie: J96608.,11.11
Aguas depuradas para riego,161,22114,2013-04-30,Q3800517I,BALTEN BALSAS DE TENERIFE,Consumo Agua Depurada 2º bimes tre 2013 Finca: Ctra. Las Rosa s. nº Serie Contador M038890.,43.9
Aguas depuradas para riego,161,22114,2013-04-30,Q3800517I,BALTEN BALSAS DE TENERIFE,Consumo Agua Depurada 2º bimes tre 2013 Finca: El Mojón. Nº S rie Contador W002357.,19447.85
Aguas depuradas para riego,161,22114,2013-04-30,Q3800517I,BALTEN BALSAS DE TENERIFE,Consumo Agua Depurada 2º bimes tre 2013 Finca: Palm Mar Nº SE rie Contador: 99997277.,373.43
Anticipos por cuenta terceros,931,83001,2013-04-30,A38011623,CANARIA DE AVISOS S.A.,"Anuncio Apertura de Licitación .""Contrato de ejecución de obr a del Centro Cívico de Las Ga  lletas"".Diario de Avisos.",359.52
Anticipos por cuenta terceros,931,83001,2013-04-30,A38017844,EDITORIAL LEONCIO RODRIGUEZ S.A.,"Anuncio Apertura de Licitación .""Contrato de ejecución de obr a del Centro Cívico de Las Gal letas"". El  Día.",288.9
Combustibles y carburantes,150,22103,2013-04-30,B38381695,ANTONIA TACORONTE E HIJOS S.L.,Carburante Abril 2013 Vehículo s Mantenimiento.,869.51
Combustibles y carburantes,150,22103,2013-04-30,B38983318,"PICAMOLINOS, S.L.",Carburante E0025DJC Abril 2013,212.91
Combustibles y carburantes,150,22103,2013-04-30,B38983318,"PICAMOLINOS, S.L.",Carburante E5224CSC Abril 2013,52
Combustibles y carburantes,150,22103,2013-04-30,B38983318,"PICAMOLINOS, S.L.",Carburante E5224DHJ Abril 2013,39
Combustibles y carburantes,150,22103,2013-04-30,B38983318,"PICAMOLINOS, S.L.",Carburante E9021BWD Abril 2013,67
Combustibles y carburantes,150,22103,2013-04-30,B38983318,"PICAMOLINOS, S.L.",Carburante E9297FTP Abril 2013,141.05
Combustibles y carburantes,150,22103,2013-04-30,B38983318,"PICAMOLINOS, S.L.",Carburante TF6942CB Abril 2013,84
Combustibles y carburantes,912,22103,2013-04-30,B38983318,"PICAMOLINOS, S.L.",Carburante E5325DCC Abril 2013,95.85
Combustibles y carburantes,920,22103,2013-04-30,B38983318,"PICAMOLINOS, S.L.",Carburante E0305FCH Abril 2013,44
Combustibles y carburantes,920,22103,2013-04-30,B38983318,"PICAMOLINOS, S.L.",Carburante E0545CZD Abril 2013,160.85
Combustibles y carburantes,920,22103,2013-04-30,B38983318,"PICAMOLINOS, S.L.",Carburante E2073CFJ Abril 2013,83
Combustibles y carburantes,920,22103,2013-04-30,B38983318,"PICAMOLINOS, S.L.",Carburante E3463DHH Abril 2013,67
Combustibles y carburantes,920,22103,2013-04-30,B38983318,"PICAMOLINOS, S.L.",Carburante E8049CRY Abril 2013,107.03
Combustibles y carburantes,920,22103,2013-04-30,B38983318,"PICAMOLINOS, S.L.",Carburante E8685FGF Abril 2013,35
Combustibles y carburantes,920,22103,2013-04-30,B38983318,"PICAMOLINOS, S.L.",Carburante TF1852CC Abril 2013,45.01
Combustibles y carburantes.,130,22103,2013-04-30,A38047684,ESTACION SURAMERICAS S.A.,Suministro Carburante Abril/13  Vehículos Policía Local.,3147.75
Combustibles y carburantes.,130,22103,2013-04-30,A38087367,CLAUDIO ALFONSO E HIJOS S.A.,Carburante Abril 2013-Vehículo s de la Policía Local,293.1
Combustibles y carburantes.,130,22103,2013-04-30,B38381695,ANTONIA TACORONTE E HIJOS S.L.,Carburante Abril 2013 y Lavado  Automático.,470.55
Combustibles y carburantes.,130,22103,2013-04-30,B38381695,ANTONIA TACORONTE E HIJOS S.L.,"Carburante Abril,  6139BDC  Po licía Local.",63
Combustibles y carburantes.,130,22103,2013-04-30,B38983318,"PICAMOLINOS, S.L.",Carburante E3634GYF Abril 2013  Policía Local.,60
Combustibles y carburantes.,130,22103,2013-04-30,B38983318,"PICAMOLINOS, S.L.",Carburante E3640GYF Abril 2013  Policía Local.,109.02
Combustibles y carburantes.,130,22103,2013-04-30,B38983318,"PICAMOLINOS, S.L.",Carburante E3643GYF Abril 2013,56.47
Combustibles y carburantes.,130,22103,2013-04-30,B38983318,"PICAMOLINOS, S.L.",Carburante E3643GYF Abril 2013  Policía Local.,52
Combustibles y carburantes.,130,22103,2013-04-30,B38983318,"PICAMOLINOS, S.L.",Carburante E3646GYF Abril 2013  Policía Local.,51
Combustibles y carburantes.,130,22103,2013-04-30,B38983318,"PICAMOLINOS, S.L.",Carburante E3652GYF Abril 2013  Policía Local.,111
Combustibles y carburantes.,130,22103,2013-04-30,B38983318,"PICAMOLINOS, S.L.",Carburante E3655GYF Abril 2013,59
Combustibles y carburantes.,130,22103,2013-04-30,B38983318,"PICAMOLINOS, S.L.",Carburante E3659GYF Abril 2013  Policía Local.,44
Combustibles y carburantes.,130,22103,2013-04-30,B38983318,"PICAMOLINOS, S.L.",Carburante E6139BDC Abril 2013,58
Combustibles y carburantes.,130,22103,2013-04-30,B38983318,"PICAMOLINOS, S.L.",Carburante E6139BDC Abril 2013  Policía Local.,55.54
Combustibles y carburantes.,130,22103,2013-04-30,B38983318,"PICAMOLINOS, S.L.",Carburante E7446BPR Abril 2013,47.02
Combustibles y carburantes.,130,22103,2013-04-30,B38983318,"PICAMOLINOS, S.L.",Carburante E7446BPR Abril 2013  Policía Local.,46
Combustibles y carburantes.,130,22103,2013-04-30,B38983318,"PICAMOLINOS, S.L.",Carburante E8629CDV Abril 2013,84
Combustibles y carburantes.,130,22103,2013-04-30,B38983318,"PICAMOLINOS, S.L.",Carburante E9327GYD Abril 2013  Policía Local.,57
Combustibles y carburantes.,130,22103,2013-04-30,B38983318,"PICAMOLINOS, S.L.",Carburante TF0072BT Abril 2013,66
Combustibles y carburantes.,130,22103,2013-04-30,B38983318,"PICAMOLINOS, S.L.",Carburante TF0072BT Abril 2013  Policía Local.,129.61
Combustibles y carburantes.,130,22103,2013-04-30,B76585801,"VILLASARA MULTISERVICIOS, S.L.","Carburante Abril 2013, Vehícul os  de la Policía Local",1373.8
Combustibles y carburantes.,130,22103,2013-04-30,B76585801,"VILLASARA MULTISERVICIOS, S.L.",Diferencia Fra. Carburantes Ab ril 2013.(Albaranes nº 1466 y  nº 1486. 3/4/13 y 11/4/13),28.51
Limpieza y Aseo,920,22700,2013-04-30,B35745926,RALONS SERVICIOS S.L.,"Servicio Abril 13, Limpieza Ce ntro Educativos y Dependencias  Municipales, Expte.01/10-CNT- CASV",135171
Mantenimiento Integral del Litoral,173,22730,2013-04-30,U76534924,UTE LITORAL ARONA,Servicio Abril 2013 Gestión de l Litoral.,26918.25
Ordinario no inventariable,920,22000,2013-04-30,B38381653,SUMINISTRO DE OFICINA OFIPAPEL S.L.,Suministro Material de Oficina,951.8
Plan de Promoción Económica,433,22614,2013-04-30,A38011623,CANARIA DE AVISOS S.A.,"Anuncio ""Pasarela de la Moda y  la Cultura de Arona"".",535
Plan de Promoción Económica,433,22614,2013-04-30,A38017844,EDITORIAL LEONCIO RODRIGUEZ S.A.,"Patrocinio Programa el Día de  Arona esta de Moda, del 11/04- 20-04-Promoción Economica",321
Plan de Promoción Económica,433,22614,2013-04-30,A38022182,RADIO CLUB DE CANARIAS S.A.,"Cuñas en 40 Principales, Dial  y Radio Club FM, Arona está de  Moda, Promoción Ec.",1225.73
Plan de Promoción Económica,433,22614,2013-04-30,B38381695,ANTONIA TACORONTE E HIJOS S.L.,Gasoil. Concejalia Promocion E conomica y Empleo.Arona está d e Moda.,377.4
Plan de Promoción Económica,433,22614,2013-04-30,B38530655,LA OPINION DE TENERIFE S.L.U.,"Anuncio ""Arona esta de Moda"".  Promoción Económica.",413.52
Plan de Promoción Económica,433,22614,2013-04-30,B38638912,GRUPO DE MEDIOS DE TENERIFE,"Reportaje Especial ""Arona esta  de Moda""",535
Postales,920,22201,2013-04-30,A83052407,SOCIEDAD ESTATAL CORREOS Y TELEGRAFOS S.A.,Facturación Abril 2013 Franque o Pagado.,856.58
Postales,920,22201,2013-04-30,A83052407,SOCIEDAD ESTATAL CORREOS Y TELEGRAFOS S.A.,Facturación Abril 2013 Servici o Correspondencia.,12448.31
Postales,920,22201,2013-04-30,B38601175,SERVICIOS INTEGRALES DE CORRESPONDENCIA TENERIFE S,Servicio Correspondencia 30/04 /13-Catastro 901,31.63
Postales,920,22201,2013-04-30,B38601175,SERVICIOS INTEGRALES DE CORRESPONDENCIA TENERIFE S,Servicios Correspondencia Mult as.,123.04
Postales,920,22201,2013-04-30,B38601175,SERVICIOS INTEGRALES DE CORRESPONDENCIA TENERIFE S,Servicios Correspondencia Reca udación.,0.42
Postales,920,22201,2013-04-30,B38601175,SERVICIOS INTEGRALES DE CORRESPONDENCIA TENERIFE S,Servicios Correspondencia Rent as.,14.81
"Prensa, revistas, libros y otras publicaciones",920,22001,2013-04-30,B38601175,SERVICIOS INTEGRALES DE CORRESPONDENCIA TENERIFE S,Servicios Correspondencia Reca udación.,2.85
Productos de limpieza y aseo,164,22110,2013-04-30,B38621850,FERRETERIA HERMALAY S.L.,"Buzo Tyvek Blanco, Plastico y  Guantes Ninja Rojo",358.63
Productos de limpieza y aseo,920,22110,2013-04-30,B35745926,RALONS SERVICIOS S.L.,Servicio Limpieza Abril 2013 P laza Centro Cultural Los Crist ianos. Celebración Feria del L ibro.,79.57
Productos de limpieza y aseo,920,22110,2013-04-30,B35745926,RALONS SERVICIOS S.L.,Servicio Limpieza Abril 2013 S ala Anexa al Centro Cívico de  Cabo Blanco.,233.05
Publicidad y Propaganda,920,22602,2013-04-30,A38011623,CANARIA DE AVISOS S.A.,"Anuncio Diario de Avisos, Band o Alcaldía. Prohibición estaci onar y Circular en Varias Zona s señalizando con antelación.",359.52
Servicio de Atención Telefónica,925,22720,2013-04-30,B62916077,KONECTA BTO S.L.,"Servicio Abril 2013 Atención T elefónica 010 y Apoyo 092 Poli cía Local, Expt 1/09-CNT-CASV",39585.91
Servicio de Mantenimiento Eléctrico de Edificios,320,22716,2013-04-30,A28010478,IMESAPI S.A.,Certificación Abril 2013 Servi cio Mantenimiento Instalacione s Eléctricas.,152962.98
Servicio de Mantenimiento Eléctrico de Edificios,342,22716,2013-04-30,A28010478,IMESAPI S.A.,Certificación Abril 2013 Servi cio Mantenimiento Instalacione s Eléctricas.,152962.98
Servicio de Mantenimiento Eléctrico de Edificios,920,22716,2013-04-30,A28010478,IMESAPI S.A.,Certificación Abril 2013 Servi cio Mantenimiento Instalacione s Eléctricas.,152962.98
Servicio Mantenimiento Alumbrado Público,165,22712,2013-04-30,A28010478,IMESAPI S.A.,Certificación Abril 2013 Servi cio Mantenimiento Instalacione s Eléctricas.,152962.98
Servicio Mantenimiento Jardines Municipales,171,22741,2013-04-30,U76535509,UTE ZONAS VERDES ARONA,"Servicio Abril 2013, Gestion d e Zonas Verdes, Expte. 04/10-C NT-CASV",358532.26
Servicio Recogida de Papel Cartón,162,22710,2013-04-30,U38732830,UTE CLUSA-MCCSA,Servicio Abril 2013 Recogida R esiduos Papel y Cartón.,15034.76
Servicio Recogida RSU y Lim. Viaria,162,22709,2013-04-30,U76525534,UTE ARONA,Servicio Abril 2013 Limpieza V iaria.,511820.45
